year,college,branch,category,round,closing_rank,website
2021,MVJ College of Engineering,EEE,GM,2,53305,https://mvjce.edu.in/
2023,MS Engineering College,ISE,2A,1,98977,https://msengineering.edu.in/
2022,KSSEM Bangalore,ECE,3A,1,88724,https://kssem.edu.in/
2024,KLE Tech Hubli,ISE,3B,1,58919,https://kletech.ac.in/
2023,BIT Bangalore,MECH,3B,3,29612,https://bit-bangalore.edu.in/
2021,Sri Siddhartha Institute,EEE,3A,3,113920,https://ssit.edu.in/
2024,Vidya Vikas Institute,MECH,SC,2,119406,https://vvit.ac.in/
2022,MVJ College of Engineering,EEE,3A,1,57085,https://mvjce.edu.in/
2024,KLE Tech Hubli,EEE,SC,1,81201,https://kletech.ac.in/
2022,Dayananda Sagar Academy,ISE,GM,1,90381,https://dsacademy.edu.in/
2022,PES University,ECE,GM,3,2949,https://pes.edu/
2022,KSIT,EEE,3A,3,75581,https://ksit.edu.in/
2022,Acharya Institute of Technology,CSE,2A,1,43838,https://acharya.ac.in/
2022,Global Academy of Technology,MECH,2A,2,89558,https://gat.ac.in/
2023,Sapthagiri College of Engineering,ECE,GM,3,65193,https://sapthagiri.edu.in/
2022,SJCE Mysore,EEE,1,2,15847,https://sjce.ac.in/
2024,Global Academy of Technology,CSE,2A,3,77579,https://gat.ac.in/
2023,Vidya Jyothi Institute,MECH,2A,3,116602,https://vji.ac.in/
2022,Global Academy of Technology,MECH,2B,1,83245,https://gat.ac.in/
2022,CMR University School of Engineering,ECE,3B,3,113499,https://cmr.edu.in/
2024,MSRIT,MECH,2B,2,8994,https://www.msrit.edu/
2022,AIT Chikmagalur,MECH,3A,1,120609,https://aitchikmagalur.edu.in/
2022,BNMIT,EEE,1,2,37061,https://bnmit.org/
2024,Acharya Institute of Technology,ECE,2B,3,54959,https://acharya.ac.in/
2021,MIT Manipal,EEE,ST,1,15266,https://manipal.edu/
2024,Global Academy of Technology,MECH,1,2,81388,https://gat.ac.in/
2022,Vemana Institute of Technology,CSE,1,2,84792,https://vemanait.edu.in/
2023,BMSCE,CSE,1,3,4998,https://www.bmsce.ac.in/
2022,BIT Bangalore,ISE,2B,1,22104,https://bit-bangalore.edu.in/
2021,Dayananda Sagar Academy,MECH,SC,3,178991,https://dsacademy.edu.in/
2023,New Horizon College of Engineering,CSE,SC,1,50512,https://newhorizon.edu.in/
2023,BMSCE,EEE,2A,2,6050,https://www.bmsce.ac.in/
2021,Bangalore Institute of Technology North Campus,ISE,3B,1,119321,https://bit.edu.in/
2021,RVCE,ECE,SC,3,911,https://www.rvce.edu.in
2024,AIT Chikmagalur,CSE,ST,3,140284,https://aitchikmagalur.edu.in/
2023,New Horizon College of Engineering,CSE,3A,1,42723,https://newhorizon.edu.in/
2021,KSIT,MECH,ST,3,107225,https://ksit.edu.in/
2021,Vemana Institute of Technology,ECE,SC,1,134348,https://vemanait.edu.in/
2023,UVCE,ECE,2A,3,13937,https://uvce.ac.in/
2022,Reva University,CSE,3A,1,50781,https://reva.edu.in/
2024,Acharya Institute of Technology,EEE,SC,1,66617,https://acharya.ac.in/
2024,PESIT South,MECH,3A,3,57489,https://pes.edu/
2021,Bangalore Institute of Technology North Campus,ECE,1,1,104311,https://bit.edu.in/
2023,RNSIT,CSE,3A,2,30640,https://rnsit.ac.in/
2024,CMR University School of Engineering,ECE,2B,2,92102,https://cmr.edu.in/
2023,PESIT South,MECH,2A,2,50327,https://pes.edu/
2024,CMR University School of Engineering,ISE,3B,1,96585,https://cmr.edu.in/
2023,New Horizon College of Engineering,MECH,2B,2,52138,https://newhorizon.edu.in/
2023,KSSEM Bangalore,EEE,SC,3,116699,https://kssem.edu.in/
2023,Global Academy of Technology,MECH,2A,3,92917,https://gat.ac.in/
2021,CMR University School of Engineering,CSE,ST,1,120352,https://cmr.edu.in/
2021,Oxford College of Engineering,CSE,3B,3,69824,https://oxford.edu.in/
2023,Reva University,CSE,2B,3,57446,https://reva.edu.in/
2023,NIE Mysore,MECH,1,1,18521,https://nie.ac.in/
2022,New Horizon College of Engineering,EEE,ST,2,69495,https://newhorizon.edu.in/
2023,BIT Bangalore,CSE,1,1,19022,https://bit-bangalore.edu.in/
2021,Presidency University,MECH,SC,2,131154,https://presidencyuniversity.in/
2024,Oxford College of Engineering,EEE,3B,1,71748,https://oxford.edu.in/
2022,Global Academy of Technology,ECE,3B,2,90423,https://gat.ac.in/
2022,Bangalore Institute of Technology North Campus,CSE,SC,3,157664,https://bit.edu.in/
2024,PES University,MECH,3B,3,4098,https://pes.edu/
2022,CMR University School of Engineering,MECH,2B,3,109192,https://cmr.edu.in/
2023,Sri Siddhartha Institute,ECE,GM,1,83420,https://ssit.edu.in/
2024,MSRIT,MECH,2A,3,9771,https://www.msrit.edu/
2024,AMC Engineering College,CSE,SC,1,135473,https://amc.edu.in/
2023,Siddaganga Institute,EEE,2B,1,21323,https://sit.ac.in/
2021,Vidyavardhaka College,CSE,3B,1,71022,https://vvc.ac.in/
2022,DSCE,ECE,3B,1,29093,https://www.dsce.edu.in/
2023,Sapthagiri College of Engineering,ECE,1,2,63528,https://sapthagiri.edu.in/
2023,MS Engineering College,ISE,ST,2,142641,https://msengineering.edu.in/
2022,AMC Engineering College,ISE,1,1,101295,https://amc.edu.in/
2024,MIT Manipal,EEE,3A,1,11732,https://manipal.edu/
2021,RNSIT,ISE,ST,1,42722,https://rnsit.ac.in/
2024,Acharya Institute of Technology,ISE,GM,3,42330,https://acharya.ac.in/
2022,BNMIT,EEE,SC,3,55710,https://bnmit.org/
2023,UVCE,ISE,1,1,11077,https://uvce.ac.in/
2023,BNMIT,EEE,GM,1,31388,https://bnmit.org/
2023,KSSEM Bangalore,ECE,2A,2,80437,https://kssem.edu.in/
2021,Sri Venkateshwara College of Engineering,ECE,SC,2,119840,https://svce.edu.in/
2022,Vemana Institute of Technology,ISE,GM,3,91641,https://vemanait.edu.in/
2023,Don Bosco Institute of Technology,ISE,ST,2,149783,https://dbit.ac.in/
2021,UVCE,EEE,1,1,12801,https://uvce.ac.in/
2021,Vidya Jyothi Institute,EEE,ST,2,156624,https://vji.ac.in/
2021,RVCE,CSE,ST,3,870,https://www.rvce.edu.in
2024,Sri Siddhartha Institute,MECH,2A,2,105838,https://ssit.edu.in/
2023,Reva University,ECE,3A,3,65859,https://reva.edu.in/
2022,Don Bosco Institute of Technology,CSE,3A,1,108191,https://dbit.ac.in/
2021,MIT Manipal,ECE,3A,1,10671,https://manipal.edu/
2024,JSS Science & Technology,CSE,2A,1,104385,https://jssstuniv.in/
2021,Oxford College of Engineering,ISE,ST,2,84693,https://oxford.edu.in/
2021,Sir MVIT,MECH,SC,3,61743,https://sir-mvit.ac.in/
2021,Oxford College of Engineering,ECE,3B,3,74003,https://oxford.edu.in/
2023,PESIT RR,ISE,2B,3,34886,https://pes.edu/
2022,PES University,MECH,3A,2,3612,https://pes.edu/
2024,PES University,ECE,SC,3,4710,https://pes.edu/
2022,DSCE,CSE,SC,1,29785,https://www.dsce.edu.in/
2022,MIT Manipal,CSE,3B,1,10296,https://manipal.edu/
2022,Sir MVIT,ECE,ST,3,61563,https://sir-mvit.ac.in/
2022,New Horizon College of Engineering,ECE,3A,1,47254,https://newhorizon.edu.in/
2023,Oxford College of Engineering,EEE,ST,3,99329,https://oxford.edu.in/
2022,Siddaganga Institute,EEE,3B,1,22948,https://sit.ac.in/
2021,Siddaganga Institute,EEE,2B,1,22160,https://sit.ac.in/
2023,BMSCE,ECE,3B,3,7017,https://www.bmsce.ac.in/
2024,AIT Chikmagalur,ISE,2B,1,98434,https://aitchikmagalur.edu.in/
2024,Vidya Vikas Institute,ISE,2A,3,80350,https://vvit.ac.in/
2022,Global Academy of Technology,CSE,1,3,74253,https://gat.ac.in/
2021,RVCE,MECH,SC,1,930,https://www.rvce.edu.in
2022,BIT Bangalore,ISE,2A,2,23313,https://bit-bangalore.edu.in/
2022,Vidyavardhaka College,ISE,2A,1,65802,https://vvc.ac.in/
2021,Sri Venkateshwara College of Engineering,ECE,GM,3,88988,https://svce.edu.in/
2022,PESIT RR,MECH,3A,3,43081,https://pes.edu/
2022,MVJ College of Engineering,CSE,ST,2,71455,https://mvjce.edu.in/
2023,BMSIT Bangalore,ECE,2B,3,29884,https://bmsit.ac.in/
2024,Sir MVIT,MECH,SC,1,59264,https://sir-mvit.ac.in/
2024,DSCE,ISE,2A,2,24466,https://www.dsce.edu.in/
2021,KSSEM Bangalore,CSE,3A,2,84114,https://kssem.edu.in/
2023,Siddaganga Institute,MECH,3B,2,24851,https://sit.ac.in/
2021,JSS Science & Technology,ECE,1,3,124444,https://jssstuniv.in/
2023,Dayananda Sagar Academy,ECE,3B,1,117652,https://dsacademy.edu.in/
2024,Adichunchanagiri Institute,CSE,3B,2,98646,https://acoe.edu.in/
2021,BNMIT,EEE,2A,1,37854,https://bnmit.org/
2024,CMRIT,MECH,3A,1,55819,https://cmrit.ac.in/
2021,Sri Venkateshwara College of Engineering,MECH,3A,3,116502,https://svce.edu.in/
2022,BNMIT,EEE,3A,1,39019,https://bnmit.org/
2022,MS Engineering College,EEE,ST,3,173683,https://msengineering.edu.in/
2021,Vidya Vikas Institute,EEE,2A,3,80058,https://vvit.ac.in/
2024,PES University,ISE,3B,3,3754,https://pes.edu/
2024,Vidyavardhaka College,ISE,ST,1,93656,https://vvc.ac.in/
2021,Vidyavardhaka College,MECH,ST,2,119945,https://vvc.ac.in/
2023,JSS Science & Technology,EEE,ST,1,181245,https://jssstuniv.in/
2021,RNSIT,ISE,3B,2,33219,https://rnsit.ac.in/
2022,RNSIT,EEE,SC,1,43916,https://rnsit.ac.in/
2024,KSIT,ECE,3B,3,74315,https://ksit.edu.in/
2023,JSSATE Bangalore,MECH,3A,3,46700,https://jssateb.ac.in/
2022,MSRIT,ISE,3A,3,9422,https://www.msrit.edu/
2023,NIE Mysore,ISE,2A,1,16149,https://nie.ac.in/
2024,BNMIT,CSE,ST,1,44098,https://bnmit.org/
2022,Presidency University,ISE,1,3,77521,https://presidencyuniversity.in/
2022,MSRIT,EEE,2A,2,8858,https://www.msrit.edu/
2023,Alliance University,ECE,ST,1,119739,https://alliance.edu.in/
2024,MS Engineering College,CSE,ST,2,138328,https://msengineering.edu.in/
2024,KSSEM Bangalore,MECH,SC,2,123401,https://kssem.edu.in/
2024,MSRIT,MECH,GM,2,7848,https://www.msrit.edu/
2024,T John Institute of Technology,ECE,3B,1,118535,https://tjohncollege.edu.in/
2023,BIT Bangalore,EEE,ST,1,33181,https://bit-bangalore.edu.in/
2022,AIT Chikmagalur,MECH,SC,3,161731,https://aitchikmagalur.edu.in/
2021,BNMIT,MECH,1,2,37370,https://bnmit.org/
2023,PESIT RR,ISE,2A,2,31989,https://pes.edu/
2024,Alliance University,CSE,1,1,69308,https://alliance.edu.in/
2021,Global Academy of Technology,MECH,2A,1,81984,https://gat.ac.in/
2024,BMSIT Bangalore,ISE,3A,3,29883,https://bmsit.ac.in/
2024,Vemana Institute of Technology,MECH,ST,3,159218,https://vemanait.edu.in/
2024,MS Engineering College,CSE,1,1,85978,https://msengineering.edu.in/
2022,Vidyavardhaka College,EEE,2B,3,87347,https://vvc.ac.in/
2022,Dayananda Sagar Academy,EEE,3A,1,125469,https://dsacademy.edu.in/
2021,JSS Science & Technology,EEE,1,3,134212,https://jssstuniv.in/
2023,AIT Chikmagalur,ISE,SC,1,127531,https://aitchikmagalur.edu.in/
2023,JSS Science & Technology,ECE,2B,2,123721,https://jssstuniv.in/
2024,BNMIT,ISE,2B,3,39395,https://bnmit.org/
2023,PESIT South,EEE,ST,3,70232,https://pes.edu/
2022,CMR University School of Engineering,ISE,ST,3,135902,https://cmr.edu.in/
2021,Vidya Jyothi Institute,CSE,1,2,88565,https://vji.ac.in/
2023,MIT Manipal,MECH,3A,1,11802,https://manipal.edu/
2021,Global Academy of Technology,MECH,ST,2,119946,https://gat.ac.in/
2023,JSSATE Bangalore,EEE,1,3,41433,https://jssateb.ac.in/
2022,MSRIT,MECH,3B,1,9978,https://www.msrit.edu/
2024,Vemana Institute of Technology,EEE,SC,1,134460,https://vemanait.edu.in/
2021,MIT Manipal,MECH,3A,1,12732,https://manipal.edu/
2024,New Horizon College of Engineering,CSE,2B,1,41426,https://newhorizon.edu.in/
2024,RNSIT,EEE,GM,2,30831,https://rnsit.ac.in/
2023,East Point College of Engineering,CSE,3A,3,68843,https://epce.edu.in/
2024,MVJ College of Engineering,MECH,2A,1,56753,https://mvjce.edu.in/
2024,PESIT South,MECH,1,1,46942,https://pes.edu/
2022,JSSATE Bangalore,MECH,3A,3,50263,https://jssateb.ac.in/
2023,Oxford College of Engineering,MECH,SC,2,98596,https://oxford.edu.in/
2021,UVCE,CSE,2A,2,12490,https://uvce.ac.in/
2024,Presidency University,CSE,GM,1,63604,https://presidencyuniversity.in/
2023,Siddaganga Institute,MECH,2B,1,22916,https://sit.ac.in/
2024,Reva University,CSE,SC,3,71562,https://reva.edu.in/
2023,Acharya Institute of Technology,ECE,1,3,50326,https://acharya.ac.in/
2021,KSIT,MECH,2A,3,71454,https://ksit.edu.in/
2021,East Point College of Engineering,ISE,3B,1,69668,https://epce.edu.in/
2022,Sapthagiri College of Engineering,ECE,SC,1,82945,https://sapthagiri.edu.in/
2021,KLE Tech Hubli,ECE,2A,2,56529,https://kletech.ac.in/
2024,MVJ College of Engineering,EEE,ST,2,83815,https://mvjce.edu.in/
2021,Reva University,CSE,2B,1,49439,https://reva.edu.in/
2021,MS Engineering College,CSE,1,1,85014,https://msengineering.edu.in/
2023,AIT Chikmagalur,EEE,1,3,103311,https://aitchikmagalur.edu.in/
2021,Acharya Institute of Technology,ECE,SC,2,66829,https://acharya.ac.in/
2023,Sri Siddhartha Institute,EEE,ST,1,130340,https://ssit.edu.in/
2024,JSSATE Bangalore,ISE,GM,1,33577,https://jssateb.ac.in/
2022,JSS Science & Technology,CSE,2A,3,118233,https://jssstuniv.in/
2023,MVJ College of Engineering,CSE,SC,1,60777,https://mvjce.edu.in/
2022,SJCE Mysore,ISE,2B,3,15902,https://sjce.ac.in/
2022,KLE Tech Hubli,EEE,2B,1,64423,https://kletech.ac.in/
2022,SJCE Mysore,MECH,3A,1,18734,https://sjce.ac.in/
2021,BMSIT Bangalore,EEE,ST,2,43189,https://bmsit.ac.in/
2024,PES University,MECH,GM,1,2929,https://pes.edu/
2024,Don Bosco Institute of Technology,EEE,SC,2,156925,https://dbit.ac.in/
2022,KSIT,MECH,1,2,64042,https://ksit.edu.in/
2022,BMSCE,ISE,3A,2,6066,https://www.bmsce.ac.in/
2021,Oxford College of Engineering,ISE,2B,1,58166,https://oxford.edu.in/
2024,Dayananda Sagar Academy,CSE,3A,1,104612,https://dsacademy.edu.in/
2021,Vidya Vikas Institute,ISE,1,2,73372,https://vvit.ac.in/
2023,Sir MVIT,ECE,GM,2,35770,https://sir-mvit.ac.in/
2021,Dayananda Sagar Academy,CSE,2B,1,98320,https://dsacademy.edu.in/
2021,AMC Engineering College,ISE,3A,1,113468,https://amc.edu.in/
2021,BMSIT Bangalore,ISE,1,2,25630,https://bmsit.ac.in/
2023,PES University,EEE,3A,3,3871,https://pes.edu/
2022,MVJ College of Engineering,EEE,ST,3,88932,https://mvjce.edu.in/
2022,BIT Bangalore,MECH,2A,2,24752,https://bit-bangalore.edu.in/
2022,Adichunchanagiri Institute,CSE,SC,3,130042,https://acoe.edu.in/
2022,Presidency University,ECE,2A,2,83708,https://presidencyuniversity.in/
2024,Vidya Vikas Institute,MECH,3A,2,87152,https://vvit.ac.in/
2023,BMSCE,ISE,GM,3,5305,https://www.bmsce.ac.in/
2024,MS Engineering College,EEE,2B,1,111163,https://msengineering.edu.in/
2022,RVCE,CSE,3B,2,646,https://www.rvce.edu.in
2022,Reva University,ISE,SC,1,72755,https://reva.edu.in/
2023,AMC Engineering College,ISE,2A,2,112118,https://amc.edu.in/
2021,PESIT RR,ECE,2B,2,33663,https://pes.edu/
2022,MVJ College of Engineering,ECE,ST,3,81030,https://mvjce.edu.in/
2022,BIT Bangalore,EEE,3A,2,27770,https://bit-bangalore.edu.in/
2021,KSIT,ISE,SC,3,84139,https://ksit.edu.in/
2021,Sapthagiri College of Engineering,EEE,3A,3,83664,https://sapthagiri.edu.in/
2024,Oxford College of Engineering,MECH,1,1,60976,https://oxford.edu.in/
2021,Sri Venkateshwara College of Engineering,EEE,GM,3,87927,https://svce.edu.in/
2023,Presidency University,ISE,GM,3,76466,https://presidencyuniversity.in/
2024,JSS Science & Technology,MECH,1,2,126876,https://jssstuniv.in/
2022,Sri Siddhartha Institute,EEE,SC,2,138707,https://ssit.edu.in/
2024,Alliance University,MECH,ST,3,141474,https://alliance.edu.in/
2023,Acharya Institute of Technology,EEE,3B,2,60147,https://acharya.ac.in/
2021,Sir MVIT,ISE,2A,1,37930,https://sir-mvit.ac.in/
2021,AIT Chikmagalur,ISE,1,3,98897,https://aitchikmagalur.edu.in/
2022,Vidya Jyothi Institute,CSE,2A,3,98940,https://vji.ac.in/
2024,BMSCE,ISE,3A,2,5900,https://www.bmsce.ac.in/
2024,Vemana Institute of Technology,ECE,GM,3,98512,https://vemanait.edu.in/
2021,Siddaganga Institute,MECH,3A,1,24633,https://sit.ac.in/
2021,Vidya Vikas Institute,ECE,3A,1,83194,https://vvit.ac.in/
2023,Canara Engineering College,ISE,GM,2,65033,https://canaraengineering.in/
2023,NIE Mysore,ISE,3A,1,18478,https://nie.ac.in/
2021,CMRIT,ECE,ST,2,77903,https://cmrit.ac.in/
2021,PESIT South,MECH,SC,1,62789,https://pes.edu/
2022,Don Bosco Institute of Technology,MECH,ST,3,183534,https://dbit.ac.in/
2021,DSCE,ECE,3B,3,29859,https://www.dsce.edu.in/
2023,NIE Mysore,ISE,3A,2,19976,https://nie.ac.in/
2022,Vidya Jyothi Institute,ISE,3A,3,115911,https://vji.ac.in/
2022,Sir MVIT,ECE,3B,2,46870,https://sir-mvit.ac.in/
2021,KLE Tech Hubli,EEE,3A,2,67217,https://kletech.ac.in/
2021,Oxford College of Engineering,ISE,3A,3,68335,https://oxford.edu.in/
2024,Sri Venkateshwara College of Engineering,CSE,1,1,74650,https://svce.edu.in/
2022,JSS Science & Technology,ECE,2B,2,128660,https://jssstuniv.in/
2024,BMSCE,EEE,1,2,5639,https://www.bmsce.ac.in/
2022,KSIT,CSE,3A,3,67081,https://ksit.edu.in/
2024,PES University,ECE,2B,3,3393,https://pes.edu/
2024,Vidya Vikas Institute,ECE,2B,3,84054,https://vvit.ac.in/
2021,MS Engineering College,MECH,3B,2,135743,https://msengineering.edu.in/
2024,Alliance University,ECE,1,2,82062,https://alliance.edu.in/
2021,BMSCE,MECH,2B,3,7089,https://www.bmsce.ac.in/
2023,KSIT,EEE,2A,1,58285,https://ksit.edu.in/
2021,PESIT South,MECH,1,2,47233,https://pes.edu/
2022,MSRIT,ISE,3A,2,8309,https://www.msrit.edu/
2024,AMC Engineering College,MECH,3B,2,149131,https://amc.edu.in/
2022,DSCE,CSE,2B,3,26376,https://www.dsce.edu.in/
2024,DSCE,ISE,1,2,24743,https://www.dsce.edu.in/
2022,Presidency University,EEE,2A,2,88821,https://presidencyuniversity.in/
2022,RVCE,CSE,GM,1,482,https://www.rvce.edu.in
2021,MS Engineering College,ISE,2A,3,106707,https://msengineering.edu.in/
2022,KSIT,CSE,GM,3,52357,https://ksit.edu.in/
2021,RNSIT,ISE,3A,2,34007,https://rnsit.ac.in/
2022,CMRIT,EEE,SC,3,79883,https://cmrit.ac.in/
2023,NIE Mysore,MECH,GM,3,19862,https://nie.ac.in/
2024,KLE Tech Hubli,CSE,GM,3,49879,https://kletech.ac.in/
2024,BMSCE,ECE,ST,2,8696,https://www.bmsce.ac.in/
2022,Sapthagiri College of Engineering,ISE,1,3,64130,https://sapthagiri.edu.in/
2022,Vidya Jyothi Institute,MECH,1,1,106417,https://vji.ac.in/
2022,BMSIT Bangalore,ECE,GM,1,24829,https://bmsit.ac.in/
2021,BMSCE,CSE,3B,1,5486,https://www.bmsce.ac.in/
2023,New Horizon College of Engineering,ISE,2A,2,41100,https://newhorizon.edu.in/
2022,BMSIT Bangalore,EEE,2B,3,32066,https://bmsit.ac.in/
2023,SJCE Mysore,ISE,ST,3,23422,https://sjce.ac.in/
2021,Sri Siddhartha Institute,EEE,GM,2,89064,https://ssit.edu.in/
2023,Acharya Institute of Technology,ECE,SC,3,71055,https://acharya.ac.in/
2022,MS Engineering College,CSE,ST,3,143471,https://msengineering.edu.in/
2021,RVCE,MECH,2B,3,789,https://www.rvce.edu.in
2021,Vidya Vikas Institute,MECH,ST,1,113089,https://vvit.ac.in/
2022,SJCE Mysore,MECH,2A,1,16278,https://sjce.ac.in/
2021,MSRIT,ECE,2A,3,8483,https://www.msrit.edu/
2022,UVCE,ISE,3A,1,13864,https://uvce.ac.in/
2021,AIT Chikmagalur,ISE,GM,2,86989,https://aitchikmagalur.edu.in/
2024,Don Bosco Institute of Technology,EEE,ST,2,174587,https://dbit.ac.in/
2023,KLE Tech Hubli,CSE,3A,1,57227,https://kletech.ac.in/
2023,Vemana Institute of Technology,ISE,3A,2,103689,https://vemanait.edu.in/
2023,BIT Bangalore,CSE,ST,3,32307,https://bit-bangalore.edu.in/
2023,Global Academy of Technology,ECE,3B,2,90542,https://gat.ac.in/
2023,CMRIT,MECH,1,3,56509,https://cmrit.ac.in/
2022,KSIT,CSE,3B,1,59322,https://ksit.edu.in/
2024,Oxford College of Engineering,ECE,3B,2,75106,https://oxford.edu.in/
2021,Adichunchanagiri Institute,ISE,ST,2,141443,https://acoe.edu.in/
2024,Sir MVIT,EEE,3B,2,50931,https://sir-mvit.ac.in/
2024,RNSIT,CSE,2B,3,29595,https://rnsit.ac.in/
2021,JSSATE Bangalore,MECH,1,2,42253,https://jssateb.ac.in/
2022,BNMIT,CSE,1,3,32463,https://bnmit.org/
2024,AIT Chikmagalur,CSE,1,2,87556,https://aitchikmagalur.edu.in/
2023,Oxford College of Engineering,ECE,2B,3,70516,https://oxford.edu.in/
2024,CMR University School of Engineering,CSE,SC,1,110093,https://cmr.edu.in/
2024,T John Institute of Technology,ECE,2A,2,113188,https://tjohncollege.edu.in/
2021,RVCE,ISE,3B,1,648,https://www.rvce.edu.in
2023,T John Institute of Technology,EEE,1,2,116516,https://tjohncollege.edu.in/
2022,Global Academy of Technology,MECH,2B,3,98458,https://gat.ac.in/
2023,MVJ College of Engineering,CSE,1,1,44910,https://mvjce.edu.in/
2023,KSSEM Bangalore,MECH,2A,1,87108,https://kssem.edu.in/
2024,Sri Venkateshwara College of Engineering,ECE,ST,2,124900,https://svce.edu.in/
2023,BMSIT Bangalore,ECE,3B,1,32190,https://bmsit.ac.in/
2023,Sir MVIT,CSE,SC,1,46399,https://sir-mvit.ac.in/
2022,Canara Engineering College,ECE,ST,1,95398,https://canaraengineering.in/
2021,KSIT,MECH,1,2,67063,https://ksit.edu.in/
2022,Bangalore Institute of Technology North Campus,MECH,3A,2,140689,https://bit.edu.in/
2022,AIT Chikmagalur,EEE,2A,3,112962,https://aitchikmagalur.edu.in/
2023,Sir MVIT,ISE,1,3,40165,https://sir-mvit.ac.in/
2023,Acharya Institute of Technology,ISE,GM,3,46529,https://acharya.ac.in/
2021,Vidyavardhaka College,ECE,3B,2,87693,https://vvc.ac.in/
2021,KLE Tech Hubli,MECH,2B,3,71668,https://kletech.ac.in/
2024,T John Institute of Technology,CSE,3B,3,128712,https://tjohncollege.edu.in/
2024,KSSEM Bangalore,CSE,2B,3,83453,https://kssem.edu.in/
2022,MS Engineering College,CSE,2B,1,92663,https://msengineering.edu.in/
2021,Adichunchanagiri Institute,CSE,2B,2,89223,https://acoe.edu.in/
2022,MIT Manipal,EEE,ST,2,16439,https://manipal.edu/
2023,MSRIT,ISE,SC,1,10642,https://www.msrit.edu/
2021,JSSATE Bangalore,EEE,2A,1,38196,https://jssateb.ac.in/
2024,Reva University,ISE,2A,3,55320,https://reva.edu.in/
2021,KSSEM Bangalore,ECE,2B,1,82569,https://kssem.edu.in/
2024,Global Academy of Technology,ECE,3B,2,86454,https://gat.ac.in/
2023,RVCE,MECH,GM,2,613,https://www.rvce.edu.in
2022,JSS Science & Technology,CSE,GM,3,109252,https://jssstuniv.in/
2021,Reva University,EEE,3B,3,71523,https://reva.edu.in/
2024,T John Institute of Technology,ISE,2B,1,105542,https://tjohncollege.edu.in/
